Date,M3,M3 (Excluding Merger),1.1 Currency with the Public,1.2 Demand Deposits with Banks,1.3 Time Deposits with Banks,1.3 Time Deposits with Banks (Excluding Merger),1.4 ‘Other’ Deposits with Reserve Bank,2.1 Net Bank Credit to Government,2.1 Net Bank Credit to Government (Excluding Merger),2.1.1 Reserve Bank,2.1.2 Other Banks,2.1.2 Other Banks (Excluding Merger),2.2 Bank Credit to Commercial Sector,2.2 Bank Credit to Commercial Sector (Excluding Merger),2.2.1 Reserve Bank,2.2.2 Other Banks,2.2.2 Other Banks (Excluding Merger),2.3 Net Foreign Exchange Assets of Banking Sector,2.4 Government's Currency Liabilities to the Public,2.5 Banking Sectors Net Non-Monetary Liabilities,2.5 Banking Sectors Net Non-Monetary Liabilities (Excluding Merger),2.5.1 Net Non-Monetary Liabilities of RBI,
06-Aug-04,"20,76,541",,"3,26,960","2,47,370","14,97,539",,"4,672","7,62,439",,"6,322","7,56,117",,"10,55,773",,"1,890","10,53,884",,"5,81,908","7,339","3,30,918",,"1,41,977",
23-Jul-04,"20,62,635",,"3,26,322","2,38,527","14,93,250",,"4,536","7,55,470",,"2,363","7,53,107",,"10,42,967",,"1,890","10,41,078",,"5,80,395","7,339","3,23,537",,"1,36,996",
09-Jul-04,"20,70,814",,"3,31,491","2,38,583","14,96,125",,"4,614","7,54,968",,"1,270","7,53,698",,"10,47,713",,"1,890","10,45,823",,"5,80,586","7,333","3,19,785",,"1,36,686",
25-Jun-04,"20,63,130",,"3,29,742","2,43,768","14,85,993",,"3,628","7,51,679",,"10,764","7,40,915",,"10,44,563",,"1,890","10,42,674",,"5,75,793","7,333","3,16,237",,"1,34,858",
11-Jun-04,"20,59,308",,"3,35,987","2,39,853","14,79,973",,"3,496","7,52,244",,"12,354","7,39,890",,"10,34,080",,"1,921","10,32,159",,"5,74,611","7,324","3,08,951",,"1,21,530",
28-May-04,"20,56,233",,"3,31,556","2,44,640","14,76,261",,"3,776","7,48,479",,"4,259","7,44,220",,"10,30,892",,"2,116","10,28,776",,"5,79,681","7,324","3,10,143",,"1,28,520",
14-May-04,"20,56,696",,"3,36,433","2,47,899","14,68,706",,"3,658","7,45,873",,"8,921","7,36,952",,"10,36,465",,"2,021","10,34,444",,"5,74,980","7,314","3,07,936",,"1,20,663",
30-Apr-04,"20,58,184",,"3,29,602","2,54,496","14,70,304",,"3,782","7,48,574",,"13,361","7,35,213",,"10,39,004",,"2,022","10,36,982",,"5,62,186","7,314","2,98,892",,"1,11,066",
16-Apr-04,"20,44,875",,"3,28,525","2,52,756","14,59,791",,"3,804","7,35,091",,"-1,647","7,36,738",,"10,30,863",,"2,024","10,28,839",,"5,52,399","7,296","2,80,774",,"1,06,378",
02-Apr-04,"20,44,848",,"3,14,977","2,77,778","14,47,743",,"4,350","7,29,738",,"23,279","7,06,459",,"10,44,341",,"2,073","10,42,268",,"5,29,481","7,296","2,66,008",,"1,10,199",
31-Mar-04,"20,05,654",,"3,14,971","2,58,626","14,26,960",,"5,097","7,42,904",,"44,907","6,97,996",,"10,16,151",,"2,061","10,14,089",,"5,26,593","7,296","2,87,289",,"1,07,613",
19-Mar-04,"19,99,597",,"3,17,468","2,56,185","14,21,759",,"4,184","7,23,109",,"27,483","6,95,625",,"10,10,747",,"2,043","10,08,704",,"5,39,579","7,296","2,81,133",,"1,28,351",
05-Mar-04,"19,78,112",,"3,15,962","2,36,154","14,22,722",,"3,275","7,44,034",,"36,430","7,07,604",,"9,94,126",,"2,063","9,92,063",,"5,25,328","7,291","2,92,666",,"1,30,847",
20-Feb-04,"19,59,388",,"3,12,891","2,31,875","14,11,177",,"3,446","7,34,448",,"37,469","6,96,979",,"9,84,276",,"2,061","9,82,215",,"5,18,331","7,291","2,84,958",,"1,32,736",
06-Feb-04,"19,45,965",,"3,10,975","2,29,552","14,01,880",,"3,559","7,32,772",,"38,111","6,94,661",,"9,82,067",,"2,059","9,80,009",,"5,13,593","7,280","2,89,748",,"1,34,155",
23-Jan-04,"19,22,668",,"3,06,028","2,19,230","13,93,975",,"3,435","7,24,270",,"52,409","6,71,860",,"9,68,300",,"2,064","9,66,236",,"5,03,787","7,280","2,80,970",,"1,34,133",
09-Jan-04,"19,23,763",,"3,05,849","2,22,521","13,92,105",,"3,288","7,30,235",,"48,161","6,82,073",,"9,68,319",,"2,157","9,66,163",,"5,03,307","7,272","2,85,370",,"1,38,355",
26-Dec-03,"18,96,289",,"3,00,562","2,22,642","13,69,420",,"3,665","7,17,162",,"50,576","6,66,586",,"9,55,251",,"2,080","9,53,172",,"4,89,496","7,272","2,72,892",,"1,30,657",
12-Dec-03,"18,87,811",,"3,03,736","2,17,747","13,62,986",,"3,342","7,29,047",,"59,434","6,69,614",,"9,43,093",,"2,090","9,41,003",,"4,83,577","7,262","2,75,169",,"1,27,192",
28-Nov-03,"18,74,905",,"2,97,107","2,14,923","13,59,540",,"3,335","7,28,726",,"63,839","6,64,887",,"9,39,821",,"2,084","9,37,736",,"4,73,962","7,262","2,74,865",,"1,26,054",
14-Nov-03,"18,65,359",,"2,98,904","2,11,569","13,51,631",,"3,254","7,24,360",,"64,353","6,60,007",,"9,36,353",,"2,075","9,34,278",,"4,57,608","7,252","2,60,215",,"1,18,509",
31-Oct-03,"18,64,861",,"2,93,626","2,19,928","13,46,485",,"4,822","7,21,290",,"71,210","6,50,080",,"9,36,902",,"2,899","9,34,004",,"4,52,508","7,252","2,53,092",,"1,17,003",
17-Oct-03,"18,47,176",,"2,89,799","2,15,818","13,38,118",,"3,441","7,14,342",,"62,624","6,51,718",,"9,25,312",,"2,928","9,22,384",,"4,47,162","7,229","2,46,868",,"1,17,101",
03-Oct-03,"18,45,259",,"2,84,645","2,25,677","13,30,779",,"4,159","7,17,875",,"76,431","6,41,445",,"9,29,801",,"2,990","9,26,810",,"4,31,862","7,229","2,41,507",,"1,15,447",
19-Sep-03,"18,31,588",,"2,83,583","2,03,866","13,40,499",,"3,640","7,08,119",,"63,082","6,45,036",,"9,07,291",,"3,014","9,04,277",,"4,39,564","7,229","2,30,614",,"1,15,965",
05-Sep-03,"18,33,649",,"2,85,717","2,05,763","13,38,763",,"3,405","7,17,572",,"73,099","6,44,473",,"9,04,368",,"2,978","9,01,390",,"4,37,937","7,211","2,33,439",,"1,10,630",
22-Aug-03,"18,19,433",,"2,84,018","2,02,011","13,29,868",,"3,537","7,09,001",,"74,786","6,34,216",,"8,97,373",,"2,951","8,94,422",,"4,29,107","7,211","2,23,259",,"1,06,441",
08-Aug-03,"18,15,814",,"2,86,759","1,99,797","13,25,684",,"3,574","7,16,770",,"85,716","6,31,053",,"9,03,936",,"3,447","9,00,488",,"4,27,885","7,175","2,39,951",,"1,19,853",
25-Jul-03,"18,06,644",,"2,83,869","2,01,587","13,17,213",,"3,975","7,15,857",,"96,706","6,19,150",,"9,00,406",,"2,945","8,97,461",,"4,28,628","7,175","2,45,423",,"1,24,567",
11-Jul-03,"18,06,134",,"2,90,555","2,01,591","13,10,290",,"3,698","7,20,028",,"98,421","6,21,607",,"8,98,649",,"2,964","8,95,685",,"4,20,888","7,155","2,40,586",,"1,22,408",
27-Jun-03,"18,02,302",,"2,87,476","2,09,758","13,01,783",,"3,285","7,11,926",,"1,16,229","5,95,698",,"9,05,625",,"2,975","9,02,650",,"4,17,597","7,155","2,40,002",,"1,27,607",
13-Jun-03,"17,89,364",,"2,94,556","1,98,727","12,93,380",,"2,700","7,07,853",,"1,19,304","5,88,549",,"8,98,191",,"3,027","8,95,164",,"4,20,406","7,141","2,44,227",,"1,33,613",
30-May-03,"17,84,696",,"2,89,264","2,03,816","12,89,182",,"2,434","7,10,729",,"1,23,545","5,87,184",,"9,00,417",,"3,008","8,97,409",,"4,18,058","7,141","2,51,649",,"1,32,029",
16-May-03,"17,78,785",,"2,93,826","1,98,290","12,84,016",,"2,654","7,09,183",,"1,26,876","5,82,307",,"9,01,147",,"2,923","8,98,224",,"4,08,972","7,107","2,47,624",,"1,29,696",
02-May-03,"17,73,947",,"2,84,547","2,03,154","12,83,309",,"2,937","7,13,032",,"1,29,458","5,83,573",,"9,03,010",,"2,994","9,00,016",,"4,02,946","7,107","2,52,147",,"1,27,239",
18-Apr-03,"17,70,534",,"2,84,169","2,06,093","12,77,225",,"3,048","7,00,029",,"1,27,259","5,72,770",,"9,01,344",,"3,001","8,98,342",,"3,95,859","7,107","2,33,804",,"1,23,966",
04-Apr-03,"17,64,426",,"2,74,653","2,15,420","12,70,552",,"3,802","6,82,262",,"1,05,976","5,76,286",,"9,13,394",,"3,011","9,10,383",,"3,91,162","7,071","2,29,464",,"1,21,896",
31-Mar-03,"17,17,936",,"2,71,581","1,98,757","12,44,379",,"3,219","6,76,523",,"1,20,679","5,55,844",,"8,98,981",,"3,048","8,95,932",,"3,93,720","7,071","2,58,358",,"1,27,170",
21-Mar-03,"17,20,992",,"2,75,529","1,97,607","12,44,569",,"3,287","6,65,487",,"1,09,456","5,56,031",,"8,98,687",,"2,972","8,95,715",,"3,87,556","7,071","2,37,809",,"1,24,401",
07-Mar-03,"17,16,526",,"2,74,916","1,90,236","12,48,911",,"2,464","6,68,037",,"1,19,749","5,48,288",,"8,75,645",,"3,223","8,72,422",,"3,92,480","7,036","2,26,673",,"1,29,085",
21-Feb-03,"17,07,283",,"2,71,381","1,90,262","12,42,416",,"3,224","6,51,391",,"1,01,608","5,49,783",,"8,69,152",,"2,916","8,66,236",,"4,00,723","7,036","2,21,019",,"1,25,897",
07-Feb-03,"17,06,449",,"2,70,872","1,88,763","12,43,922",,"2,893","6,55,089",,"1,08,508","5,46,581",,"8,67,659",,"2,906","8,64,753",,"3,97,286","6,993","2,20,577",,"1,27,205",
24-Jan-03,"16,93,725",,"2,65,469","1,85,056","12,40,553",,"2,647","6,47,621",,"1,07,823","5,39,798",,"8,58,675",,"2,925","8,55,750",,"3,91,433","6,993","2,10,997",,"1,27,101",
10-Jan-03,"16,90,660",,"2,66,420","1,83,881","12,37,647",,"2,712","6,49,614",,"1,20,210","5,29,404",,"8,62,717",,"3,002","8,59,715",,"3,83,152","6,947","2,11,771",,"1,25,072",
27-Dec-02,"16,81,991",,"2,61,250","1,89,879","12,28,268",,"2,594","6,40,297",,"1,10,760","5,29,537",,"8,58,870",,"2,963","8,55,907",,"3,78,629","6,947","2,02,753",,"1,20,905",
13-Dec-02,"16,77,735",,"2,65,148","1,84,180","12,25,485",,"2,923","6,56,911",,"1,23,022","5,33,889",,"8,46,033",,"2,960","8,43,073",,"3,75,943","6,907","2,08,059",,"1,19,444",
29-Nov-02,"16,73,516",,"2,58,604","1,84,942","12,27,059",,"2,910","6,47,889",,"1,18,134","5,29,756",,"8,44,665",,"3,104","8,41,561",,"3,69,288","6,907","1,95,233",,"1,14,807",
15-Nov-02,"16,73,840",,"2,64,614","1,80,741","12,24,904",,"3,581","6,48,544",,"1,30,939","5,17,605",,"8,45,456",,"2,964","8,42,492",,"3,64,662","6,851","1,91,673",,"1,15,116",
01-Nov-02,"16,69,320",,"2,58,049","1,85,243","12,22,824",,"3,204","6,49,408",,"1,42,511","5,06,897",,"8,47,418",,"2,943","8,44,476",,"3,58,581","6,851","1,92,938",,"1,14,694",
18-Oct-02,"16,58,903",,"2,56,683","1,82,172","12,16,808",,"3,240","6,40,112",,"1,20,553","5,19,559",,"8,38,198",,"3,106","8,35,092",,"3,56,275","6,851","1,82,533",,"1,11,463",
04-Oct-02,"16,54,802",,"2,50,567","1,86,389","12,13,954",,"3,892","6,36,226",,"1,24,113","5,12,112",,"8,43,908",,"2,972","8,40,935",,"3,52,106","6,790","1,84,228",,"1,11,552",
20-Sep-02,"16,40,376",,"2,50,993","1,78,484","12,07,441",,"3,458","6,36,288",,"1,28,187","5,08,101",,"8,29,658",,"2,927","8,26,731",,"3,49,113","6,790","1,81,473",,"1,11,317",
06-Sep-02,"16,40,459",,"2,52,893","1,78,268","12,05,812",,"3,487","6,44,306",,"1,40,632","5,03,674",,"8,25,404",,"2,926","8,22,478",,"3,52,333","6,728","1,88,312",,"1,11,555",
23-Aug-02,"16,30,687",,"2,51,638","1,76,185","11,99,315",,"3,549","6,39,942",,"1,34,207","5,05,735",,"8,20,769",,"2,926","8,17,844",,"3,47,331","6,728","1,84,083",,"1,09,302",
09-Aug-02,"16,23,626",,"2,54,482","1,72,488","11,93,128",,"3,529","6,48,946",,"1,54,137","4,94,809",,"8,20,793",,"2,938","8,17,855",,"3,43,292","6,666","1,96,071",,"1,19,722",
26-Jul-02,"16,14,159",,"2,51,645","1,76,077","11,82,682",,"3,756","6,43,753",,"1,55,332","4,88,421",,"8,18,292",,"2,925","8,15,367",,"3,42,570","6,666","1,97,121",,"1,21,357",
12-Jul-02,"16,16,026",,"2,58,305","1,75,906","11,77,821",,"3,994","6,47,210",,"1,69,412","4,77,798",,"8,18,744",,"2,929","8,15,815",,"3,37,879","6,534","1,94,342",,"1,21,592",
28-Jun-02,"16,09,453",,"2,55,284","1,82,793","11,68,160",,"3,216","6,34,855",,"1,47,966","4,86,890",,"8,15,747",,"2,919","8,12,829",,"3,34,446","6,534","1,82,131",,"1,18,796",
14-Jun-02,"16,05,279",,"2,62,056","1,75,984","11,64,886",,"2,353","6,38,204",,"1,66,991","4,71,213",,"8,11,919",,"2,980","8,08,940",,"3,24,155","6,459","1,75,459",,"1,15,291",
31-May-02,"16,05,206",,"2,57,447","1,81,427","11,64,079",,"2,253","6,33,298",,"1,59,701","4,73,596",,"8,13,154",,"3,094","8,10,060",,"3,22,309","6,459","1,70,013",,"1,13,317",
17-May-02,"15,96,065",,"2,61,247","1,77,287","11,55,232",,"2,299","6,28,517",,"1,69,065","4,59,452",,"8,10,803",,"4,956","8,05,847",,"3,19,367","6,383","1,69,006",,"1,12,394",
03-May-02,"15,91,480",,"2,55,562","1,80,892","11,52,831",,"2,195","6,20,567",,"1,61,069","4,59,498",,"8,13,121",,"5,932","8,07,189",,"3,19,424","6,383","1,68,016",,"1,11,864",
19-Apr-02,"15,42,210",,"2,52,120","1,79,615","11,08,132",,"2,343","6,04,999",,"1,60,102","4,44,897",,"7,66,007",,"5,462","7,60,545",,"3,16,223","6,383","1,51,402",,"1,08,404",
05-Apr-02,"15,35,535",,"2,46,087","1,89,378","10,97,444",,"2,627","5,97,595",,"1,44,036","4,53,559",,"7,69,652",,"3,197","7,66,455",,"3,13,495","6,366","1,51,573",,"1,05,247",
31-Mar-02,"14,98,336",,"2,40,794","1,79,199","10,75,512",,"2,831","5,89,565",,"1,52,178","4,37,387",,"7,59,647",,"5,929","7,53,718",,"3,11,044","6,366","1,68,286",,"1,01,248",
22-Mar-02,"14,98,081",,"2,42,540","1,78,522","10,74,334",,"2,685","5,79,041",,"1,41,768","4,37,273",,"7,59,439",,"6,965","7,52,474",,"3,07,049","6,366","1,53,814",,"1,03,905",
08-Mar-02,"14,85,623",,"2,43,857","1,68,807","10,70,779",,"2,180","5,85,050",,"1,52,148","4,32,902",,"7,43,933",,"6,920","7,37,013",,"3,01,480","6,238","1,51,078",,"1,03,588",
22-Feb-02,"14,74,366",,"2,39,702","1,66,478","10,65,882",,"2,304","5,83,793",,"1,51,350","4,32,443",,"7,41,286",,"7,836","7,33,451",,"2,96,386","6,238","1,53,337",,"1,02,589",
08-Feb-02,"14,67,560",,"2,38,449","1,66,617","10,60,296",,"2,198","5,82,919",,"1,55,765","4,27,154",,"7,36,044",,"8,197","7,27,847",,"2,92,916","6,155","1,50,474",,"1,01,289",
25-Jan-02,"14,58,407",,"2,33,317","1,64,916","10,57,894",,"2,280","5,78,804",,"1,52,460","4,26,345",,"7,33,677",,"7,884","7,25,793",,"2,88,867","6,155","1,49,096",,"98,449",
11-Jan-02,"14,58,261",,"2,35,049","1,64,425","10,56,382",,"2,405","5,82,633",,"1,51,758","4,30,876",,"7,33,548",,"7,609","7,25,939",,"2,87,525","6,077","1,51,523",,"1,00,268",
28-Dec-01,"14,50,487",,"2,29,870","1,72,252","10,45,864",,"2,501","5,72,350",,"1,47,984","4,24,366",,"7,28,731",,"10,829","7,17,902",,"2,82,885","6,077","1,39,555",,"96,812",
14-Dec-01,"14,43,597",,"2,34,364","1,64,610","10,41,816",,"2,808","5,79,384",,"1,55,689","4,23,696",,"7,16,286",,"9,247","7,07,038",,"2,85,384","5,993","1,43,449",,"95,157",
30-Nov-01,"14,39,208",,"2,29,547","1,66,652","10,40,117",,"2,892","5,79,492",,"1,63,101","4,16,392",,"7,14,197",,"7,737","7,06,460",,"2,81,382","5,993","1,41,856",,"92,853",
16-Nov-01,"14,36,690",,"2,35,535","1,63,953","10,34,485",,"2,717","5,75,883",,"1,64,082","4,11,801",,"7,11,077",,"7,818","7,03,259",,"2,79,479","5,889","1,35,638",,"92,198",
02-Nov-01,"14,26,852",,"2,25,830","1,65,421","10,32,450",,"3,151","5,71,853",,"1,63,404","4,08,449",,"7,12,778",,"10,446","7,02,332",,"2,75,002","5,889","1,38,670",,"93,503",
19-Oct-01,"14,20,823",,"2,23,970","1,63,189","10,30,547",,"3,118","5,65,625",,"1,56,545","4,09,080",,"7,08,995",,"11,034","6,97,961",,"2,73,113","5,889","1,32,799",,"91,697",
05-Oct-01,"14,23,586",,"2,20,234","1,68,414","10,31,402",,"3,535","5,64,258",,"1,57,370","4,06,888",,"7,11,796",,"7,703","7,04,092",,"2,72,172","5,805","1,30,446",,"93,531",
21-Sep-01,"14,07,886",,"2,18,478","1,62,134","10,23,975",,"3,299","5,60,823",,"1,52,030","4,08,793",,"6,98,059",,"10,502","6,87,557",,"2,70,737","5,805","1,27,537",,"91,817",
07-Sep-01,"14,05,883",,"2,21,164","1,64,228","10,16,848",,"3,643","5,62,049",,"1,60,204","4,01,844",,"6,94,889",,"9,851","6,85,038",,"2,61,023","5,721","1,17,800",,"87,349",
24-Aug-01,"13,98,492",,"2,19,572","1,66,591","10,08,694",,"3,635","5,55,427",,"1,56,133","3,99,294",,"6,94,252",,"9,256","6,84,995",,"2,58,651","5,721","1,15,558",,"85,284",
10-Aug-01,"13,93,859",,"2,23,417","1,61,777","10,05,236",,"3,429","5,63,055",,"1,66,058","3,96,997",,"6,91,502",,"8,273","6,83,230",,"2,54,783","5,640","1,21,122",,"92,960",
27-Jul-01,"13,87,631",,"2,19,112","1,65,385","9,99,634",,"3,500","5,59,820",,"1,61,555","3,98,265",,"6,91,076",,"11,616","6,79,461",,"2,52,778","5,640","1,21,683",,"92,202",
13-Jul-01,"13,86,809",,"2,25,507","1,63,514","9,93,907",,"3,881","5,60,272",,"1,66,704","3,93,568",,"6,88,730",,"10,021","6,78,708",,"2,52,220","5,565","1,19,978",,"90,568",
29-Jun-01,"13,84,378",,"2,22,358","1,71,423","9,86,869",,"3,728","5,53,432",,"1,69,619","3,83,813",,"6,83,992",,"10,175","6,73,817",,"2,51,228","5,565","1,09,839",,"86,703",
15-Jun-01,"13,77,194",,"2,29,341","1,62,481","9,82,193",,"3,179","5,53,179",,"1,72,171","3,81,008",,"6,82,408",,"11,167","6,71,242",,"2,55,469","5,488","1,19,350",,"85,955",
01-Jun-01,"13,73,317",,"2,26,495","1,64,882","9,79,828",,"2,112","5,46,601",,"1,60,080","3,86,521",,"6,79,224",,"8,424","6,70,799",,"2,54,505","5,488","1,12,501",,"84,804",
18-May-01,"13,69,467",,"2,28,641","1,64,316","9,73,567",,"2,943","5,44,959",,"1,70,490","3,74,469",,"6,85,188",,"11,307","6,73,881",,"2,53,638","5,488","1,19,807",,"85,239",
04-May-01,"13,61,229",,"2,25,052","1,66,698","9,66,161",,"3,318","5,36,461",,"1,61,816","3,74,645",,"6,84,415",,"11,141","6,73,274",,"2,52,949","5,414","1,18,009",,"84,974",
20-Apr-01,"13,50,598",,"2,20,606","1,67,528","9,59,328",,"3,137","5,31,582",,"1,57,021","3,74,561",,"6,82,570",,"11,717","6,70,853",,"2,52,893","5,414","1,21,861",,"83,500",
06-Apr-01,"13,46,494",,"2,12,764","1,76,790","9,53,374",,"3,566","5,21,934",,"1,49,510","3,72,424",,"6,91,458",,"9,072","6,82,386",,"2,51,693","5,354","1,23,945",,"82,117",
31-Mar-01,"13,13,204",,"2,09,550","1,66,270","9,33,771",,"3,613","5,11,955",,"1,53,877","3,58,078",,"6,79,218",,"13,287","6,65,932",,"2,49,831","5,354","1,33,155",,"79,374",
23-Mar-01,"13,12,558",,"2,11,758","1,65,305","9,33,153",,"2,342","5,03,037",,"1,44,616","3,58,422",,"6,74,532",,"9,377","6,65,155",,"2,48,629","5,354","1,18,993",,"81,638",
09-Mar-01,"13,01,733",,"2,14,189","1,58,643","9,26,726",,"2,174","5,10,378",,"1,55,504","3,54,874",,"6,66,968",,"11,948","6,55,020",,"2,43,278","5,277","1,24,169",,"83,340",
23-Feb-01,"12,90,683",,"2,08,368","1,56,438","9,23,566",,"2,311","5,02,790",,"1,52,367","3,50,423",,"6,65,361",,"11,371","6,53,990",,"2,42,118","5,277","1,24,863",,"82,920",
09-Feb-01,"12,88,102",,"2,10,693","1,53,549","9,21,676",,"2,184","5,01,438",,"1,54,055","3,47,383",,"6,87,194",,"11,172","6,76,023",,"2,41,085","5,223","1,46,838",,"81,960",
26-Jan-01,"12,76,358",,"2,05,689","1,52,637","9,15,863",,"2,168","4,95,940",,"1,50,436","3,45,504",,"6,87,581",,"13,162","6,74,419",,"2,37,784","5,223","1,50,170",,"82,690",
12-Jan-01,"12,74,324",,"2,08,372","1,51,764","9,11,904",,"2,285","5,01,418",,"1,58,395","3,43,023",,"6,84,499",,"13,122","6,71,377",,"2,35,706","5,066","1,52,364",,"84,646",
,,,,,,,,,,,,,,,,,,,,,,,
See Notes on Tables,,,,,,,,,,,,,,,,,,,,,,,
